ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
000abc075d659122,xclick,/m/01g317,1,0.000000,0.033125,0.460000,0.820000,0,1,0,1,0,0.008750,0.000000,0.006250,0.033125,0.460000,0.595000,0.820000,0.543333
000abc075d659122,xclick,/m/01g317,1,0.115625,0.175000,0.458333,0.751667,0,0,0,1,0,0.145625,0.115625,0.144375,0.175000,0.458333,0.563333,0.751667,0.548333
000abc075d659122,xclick,/m/01g317,1,0.223125,0.258125,0.469167,0.711667,0,0,0,1,0,0.240000,0.223125,0.229375,0.258125,0.469167,0.680833,0.711667,0.692500
000abc075d659122,xclick,/m/01g317,1,0.290000,0.326250,0.467500,0.682500,0,0,0,1,0,0.306875,0.290000,0.300625,0.326250,0.467500,0.550000,0.682500,0.530833
000abc075d659122,xclick,/m/01g317,1,0.323750,0.400000,0.467500,0.803333,1,0,0,0,0,0.366250,0.323750,0.360000,0.400000,0.467500,0.577500,0.803333,0.634167
000abc075d659122,xclick,/m/01g317,1,0.458125,0.515000,0.474167,0.672500,1,0,0,0,0,0.483750,0.458125,0.482500,0.515000,0.474167,0.522500,0.672500,0.665000
000abc075d659122,xclick,/m/01g317,1,0.562500,0.606875,0.475833,0.650000,0,0,0,1,0,0.562500,0.576875,0.606875,0.576875,0.530833,0.475833,0.532500,0.650000
000abc075d659122,xclick,/m/01g317,1,0.648125,0.696875,0.484167,0.658333,0,0,0,1,0,0.648125,0.680000,0.696875,0.681250,0.569167,0.484167,0.529167,0.658333
000abc075d659122,xclick,/m/01g317,1,0.765625,0.813125,0.482500,0.665000,0,0,0,1,0,0.783750,0.765625,0.790000,0.813125,0.482500,0.515833,0.665000,0.579167
000abc075d659122,xclick,/m/01g317,1,0.923125,0.945000,0.484167,0.701667,0,0,0,1,0,0.924375,0.923125,0.929375,0.945000,0.701667,0.700000,0.484167,0.558333
000abc075d659122,xclick,/m/01g317,1,0.956875,0.977500,0.480833,0.748333,0,0,0,1,0,0.969375,0.956875,0.968125,0.977500,0.480833,0.551667,0.748333,0.535833
000abc075d659122,xclick,/m/01g317,1,0.968125,0.999375,0.534167,0.880833,0,1,0,0,0,0.999375,0.968125,0.990000,0.999375,0.534167,0.608333,0.880833,0.815000
000abc075d659122,xclick,/m/09j5n,1,0.334375,0.370625,0.776667,0.802500,0,0,0,0,0,0.352500,0.334375,0.348750,0.370625,0.802500,0.795833,0.776667,0.791667
000abc075d659122,xclick,/m/09j5n,1,0.363750,0.390000,0.761667,0.787500,1,0,0,0,0,0.378125,0.374375,0.363750,0.390000,0.761667,0.787500,0.772500,0.777500
000abc075d659122,xclick,/m/09j5n,1,0.466250,0.491875,0.663333,0.675833,1,0,0,0,0,0.473750,0.480000,0.491875,0.466250,0.663333,0.675833,0.674167,0.672500
000abc075d659122,xclick,/m/09j5n,1,0.495625,0.510000,0.661667,0.670833,1,0,0,0,0,0.502500,0.502500,0.495625,0.510000,0.661667,0.670833,0.670833,0.666667
000abc075d659122,xclick,/m/09j5n,1,0.981250,0.999375,0.844167,0.875833,0,1,0,0,0,0.991875,0.999375,0.995625,0.981250,0.844167,0.856667,0.875833,0.865000
000abc821f66a892,xclick,/m/033rq4,1,0.615625,0.660937,0.299550,0.522523,1,0,0,0,0,0.646875,0.615625,0.645312,0.660937,0.299550,0.331081,0.522523,0.313063
000abc821f66a892,xclick,/m/033rq4,1,0.657812,0.726562,0.000000,0.518018,1,0,0,0,0,0.657812,0.726562,0.690625,0.703125,0.117117,0.103604,0.000000,0.518018
000abe5eddc5b303,activemil,/m/01g317,1,0.755000,0.803125,0.421111,0.605556,-1,-1,-1,-1,-1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
000abe5eddc5b303,xclick,/m/01g317,1,0.147500,0.217500,0.686667,0.846667,0,0,0,0,0,0.165625,0.147500,0.194375,0.217500,0.686667,0.844444,0.846667,0.755556
000abe5eddc5b303,xclick,/m/01g317,1,0.339375,0.421250,0.578889,0.758889,0,0,0,0,0,0.372500,0.339375,0.421250,0.365000,0.578889,0.672222,0.733333,0.758889
000abe5eddc5b303,xclick,/m/07yv9,1,0.953750,0.999375,0.387778,0.538889,0,0,0,0,0,0.999375,0.953750,0.999375,0.999375,0.387778,0.491111,0.538889,0.470000
000ac34008b0ba4c,xclick,/m/01g317,1,0.070000,0.243333,0.773585,0.998742,0,0,0,0,0,0.172500,0.070000,0.243333,0.230000,0.773585,0.923270,0.949686,0.998742
000ac34008b0ba4c,xclick,/m/033rq4,1,0.445833,0.620000,0.056604,0.998742,0,1,0,0,0,0.475000,0.525833,0.620000,0.445833,0.056604,0.998742,0.147170,0.103145
000ac8c676b6077a,xclick,/m/01n5jq,1,0.046667,0.956667,0.031667,0.975000,0,0,0,0,0,0.463333,0.488333,0.046667,0.956667,0.031667,0.975000,0.596667,0.611667
000ac8c676b6077a,xclick,/m/07j7r,1,0.043333,0.275000,0.041667,0.868333,1,1,1,1,0,0.053333,0.275000,0.066667,0.043333,0.041667,0.490000,0.868333,0.868333
000ac8c676b6077a,xclick,/m/07j7r,1,0.366667,0.963333,0.038333,0.966667,1,1,1,1,0,0.723333,0.366667,0.791667,0.963333,0.038333,0.046667,0.966667,0.376667
000ac8c676b6077a,xclick,/m/0c9ph5,1,0.528333,0.965000,0.038333,0.963333,1,1,1,1,0,0.675000,0.965000,0.808333,0.528333,0.038333,0.605000,0.963333,0.101667
000ac95750ac7399,xclick,/m/01n4qj,1,0.224375,0.457500,0.367978,0.795880,1,0,0,0,0,0.228750,0.224375,0.453750,0.457500,0.367978,0.382959,0.722846,0.795880
000ac95750ac7399,xclick,/m/01n4qj,1,0.497500,0.598750,0.670412,0.893258,1,0,0,0,0,0.497500,0.497500,0.598750,0.574375,0.670412,0.706929,0.893258,0.766854
000ac95750ac7399,xclick,/m/01rkbr,1,0.305625,0.466250,0.464419,0.892322,1,0,0,0,0,0.330000,0.305625,0.466250,0.460000,0.464419,0.506554,0.892322,0.813670
000ac95750ac7399,xclick,/m/01rkbr,1,0.570625,0.633125,0.768727,0.958802,1,0,0,0,0,0.581875,0.570625,0.628125,0.633125,0.768727,0.778090,0.951311,0.958802
000ac95750ac7399,xclick,/m/01xygc,1,0.056250,0.515000,0.392322,0.999064,0,1,0,0,0,0.221250,0.056250,0.194375,0.515000,0.392322,0.776217,0.999064,0.818352
000ac95750ac7399,xclick,/m/01xygc,1,0.651875,0.823750,0.852996,0.999064,0,1,0,0,0,0.706875,0.651875,0.708125,0.823750,0.852996,0.997191,0.999064,0.999064
000ac95750ac7399,xclick,/m/01xyhv,1,0.049375,0.563125,0.384831,0.999064,0,1,0,0,0,0.220625,0.049375,0.563125,0.524375,0.384831,0.740637,0.999064,0.997191
000ac95750ac7399,xclick,/m/01xyhv,1,0.495625,0.661875,0.670412,0.999064,1,1,0,0,0,0.495625,0.505625,0.660625,0.661875,0.670412,0.937266,0.991573,0.999064
000ac95750ac7399,xclick,/m/02dl1y,1,0.466875,0.646250,0.500000,0.605805,1,0,0,0,0,0.553125,0.646250,0.466875,0.492500,0.500000,0.538390,0.556180,0.605805
000ac95750ac7399,xclick,/m/02dl1y,1,0.663750,0.808125,0.637640,0.789326,0,0,0,0,0,0.773750,0.808125,0.691875,0.663750,0.637640,0.676030,0.789326,0.752809
000ac95750ac7399,xclick,/m/04yx4,1,0.049375,0.560625,0.084270,0.999064,0,1,0,0,0,0.319375,0.049375,0.287500,0.560625,0.084270,0.717228,0.999064,0.993446
000ac95750ac7399,xclick,/m/04yx4,1,0.485625,0.658750,0.496255,0.999064,1,0,0,0,0,0.552500,0.485625,0.658750,0.596250,0.496255,0.682584,0.999064,0.999064
000acf666d991c39,xclick,/m/0bt9lr,1,0.177500,0.749375,0.461251,0.999066,1,1,0,0,0,0.423750,0.177500,0.608125,0.749375,0.461251,0.601307,0.999066,0.989729
000acf666d991c39,xclick,/m/0bt9lr,1,0.449375,0.999375,0.038282,0.999066,0,1,0,0,0,0.753125,0.449375,0.818125,0.999375,0.038282,0.729225,0.999066,0.794585
000ad0ecfb21ee63,xclick,/m/01d40f,1,0.643646,0.999309,0.412551,0.998971,1,1,0,0,0,0.856354,0.643646,0.799033,0.999309,0.412551,0.856996,0.998971,0.769547
000ad0ecfb21ee63,xclick,/m/0dzf4,1,0.116713,0.219613,0.516461,0.998971,1,1,0,0,0,0.173343,0.219613,0.116713,0.131906,0.516461,0.598765,0.944444,0.998971
000ad0ecfb21ee63,xclick,/m/0dzf4,1,0.342541,0.422652,0.522634,0.826132,1,0,0,0,0,0.368785,0.422652,0.405387,0.342541,0.522634,0.792181,0.826132,0.770576
000ad0ecfb21ee63,xclick,/m/0dzf4,1,0.636740,0.709945,0.491770,0.998971,1,1,0,0,0,0.678177,0.636740,0.657459,0.709945,0.491770,0.861111,0.998971,0.856996
000ad0ecfb21ee63,xclick,/m/0dzf4,1,0.866713,0.999309,0.447531,0.849794,1,1,0,0,0,0.932320,0.866713,0.974448,0.999309,0.447531,0.776749,0.849794,0.696502
000ad0ecfb21ee63,xclick,/m/0k65p,1,0.341851,0.411602,0.736625,0.829218,1,0,0,0,0,0.399171,0.411602,0.405387,0.341851,0.736625,0.786008,0.829218,0.745885
000ad0ecfb21ee63,xclick,/m/0k65p,1,0.860497,0.960635,0.735597,0.836420,1,0,0,0,0,0.942680,0.960635,0.914365,0.860497,0.836420,0.796296,0.735597,0.782922
000ad20b5e452b24,xclick,/m/050k8,1,0.000000,0.603125,0.192188,0.917188,0,1,0,0,0,0.170313,0.340625,0.603125,0.000000,0.192188,0.917188,0.642188,0.446875
000ad20b5e452b24,xclick,/m/050k8,1,0.407813,0.998438,0.134375,0.918750,1,1,0,0,0,0.679688,0.798438,0.407813,0.998438,0.134375,0.918750,0.289062,0.701562
000ad3d42653f5f6,xclick,/m/019jd,1,0.000000,0.665556,0.485000,0.778333,0,1,0,0,0,0.032222,0.143333,0.665556,0.000000,0.778333,0.485000,0.585000,0.641667
000ad3d42653f5f6,xclick,/m/019jd,1,0.612222,0.860000,0.416667,0.708333,1,0,0,0,0,0.761111,0.860000,0.818889,0.612222,0.708333,0.660000,0.416667,0.695000
000ad3d42653f5f6,xclick,/m/019jd,1,0.781111,0.953333,0.431667,0.703333,1,0,0,0,0,0.923333,0.867778,0.953333,0.781111,0.703333,0.431667,0.645000,0.546667
000ad3d42653f5f6,xclick,/m/019jd,1,0.912222,0.998889,0.523333,0.671667,1,1,0,0,0,0.983333,0.964444,0.998889,0.912222,0.671667,0.523333,0.580000,0.548333
000ad3d42653f5f6,xclick,/m/07j7r,1,0.360000,0.453333,0.236667,0.498333,0,0,0,0,0,0.416667,0.440000,0.360000,0.453333,0.236667,0.498333,0.325000,0.265000
000ad6c520be9ec5,xclick,/m/03fwl,1,0.093750,0.668125,0.192500,0.940833,0,0,0,1,0,0.204375,0.282500,0.668125,0.093750,0.192500,0.940833,0.391667,0.396667
000ad6c520be9ec5,xclick,/m/06msq,1,0.000000,0.094375,0.720833,0.824167,0,1,0,1,0,0.000000,0.094375,0.000000,0.000000,0.720833,0.777500,0.790833,0.824167
000ad6c520be9ec5,xclick,/m/06msq,1,0.086875,0.663750,0.210833,0.940833,0,0,0,1,0,0.431250,0.663750,0.086875,0.279375,0.210833,0.441667,0.401667,0.940833
000ad6c520be9ec5,xclick,/m/06msq,1,0.711875,0.932500,0.115833,0.445000,0,0,0,1,0,0.857500,0.932500,0.711875,0.741250,0.115833,0.375833,0.415833,0.445000
000ad6fa67b5ad96,xclick,/m/06msq,1,0.067542,0.999062,0.353750,0.999375,1,1,0,0,0,0.999062,0.693246,0.151970,0.067542,0.873750,0.999375,0.353750,0.370625
000ad6fa67b5ad96,xclick,/m/0jbk,1,0.075047,0.999062,0.363125,0.998750,0,1,0,0,0,0.195122,0.075047,0.470919,0.999062,0.363125,0.388750,0.998750,0.711875
000adcdd7244ce4a,xclick,/m/01g317,1,0.119176,0.415771,0.091610,0.941176,0,0,0,1,0,0.174731,0.119176,0.244624,0.415771,0.941176,0.309547,0.091610,0.629701
000adcdd7244ce4a,xclick,/m/01g317,1,0.551971,0.933692,0.304725,0.945034,0,0,0,1,0,0.674731,0.551971,0.836918,0.933692,0.304725,0.433944,0.945034,0.522662
000adcdd7244ce4a,xclick,/m/04hgtk,1,0.145161,0.277778,0.085824,0.264224,0,0,0,1,0,0.277778,0.229391,0.145161,0.225806,0.134041,0.085824,0.138862,0.264224
000adcdd7244ce4a,xclick,/m/04hgtk,1,0.554659,0.853047,0.315333,0.686596,0,0,0,1,0,0.654122,0.554659,0.853047,0.729391,0.315333,0.523626,0.469624,0.686596
000adcdd7244ce4a,xclick,/m/04rky,1,0.114695,0.413082,0.093539,0.942141,0,1,0,1,0,0.218638,0.413082,0.114695,0.188172,0.093539,0.624879,0.314368,0.942141
000adcdd7244ce4a,xclick,/m/04rky,1,0.553763,0.935484,0.310511,0.942141,1,1,0,1,0,0.553763,0.670251,0.935484,0.850358,0.456123,0.310511,0.617165,0.942141
000adcdd7244ce4a,xclick,/m/0dzf4,1,0.116487,0.259857,0.224687,0.479267,0,0,0,1,0,0.259857,0.116487,0.170251,0.259857,0.224687,0.305689,0.479267,0.259402
000adcdd7244ce4a,xclick,/m/0dzf4,1,0.299283,0.413082,0.290260,0.671167,0,0,0,1,0,0.299283,0.299283,0.387097,0.413082,0.290260,0.465767,0.671167,0.648987
000adef7197e3118,xclick,/m/07j7r,1,0.000000,0.999375,0.000000,0.886064,1,1,1,0,0,0.331250,0.000000,0.517500,0.999375,0.000000,0.299435,0.886064,0.303202
000adef7197e3118,xclick,/m/07j7r,1,0.790625,0.950000,0.000000,0.306968,1,1,0,0,0,0.857500,0.790625,0.950000,0.866250,0.000000,0.301318,0.008475,0.306968
000adef7197e3118,xclick,/m/0cvnqh,1,0.380000,0.481875,0.314501,0.409605,1,0,0,0,0,0.381250,0.380000,0.481875,0.420000,0.314501,0.409605,0.402072,0.320151
000adef7197e3118,xclick,/m/0cvnqh,1,0.423750,0.562500,0.580038,0.831450,1,0,0,0,0,0.455625,0.455625,0.423750,0.562500,0.580038,0.831450,0.813559,0.592279
000adef7197e3118,xclick,/m/0cvnqh,1,0.648125,0.791875,0.568738,0.842750,1,0,0,0,0,0.722500,0.791875,0.778750,0.648125,0.568738,0.807910,0.842750,0.568738
000adfe5b817011c,activemil,/m/0cgh4,1,0.065833,1.000000,0.106250,0.843125,-1,-1,-1,-1,-1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
000adfe5b817011c,xclick,/m/0cgh4,1,0.008333,0.260833,0.000000,0.195625,1,1,0,0,0,0.183333,0.260833,0.008333,0.015000,0.000000,0.118750,0.195625,0.132500
000ae235808cc1e8,xclick,/m/019jd,1,0.000741,0.040741,0.644444,0.683333,1,1,0,0,0,0.040741,0.000741,0.029630,0.033333,0.644444,0.644444,0.683333,0.683333
000ae235808cc1e8,xclick,/m/019jd,1,0.037037,0.108148,0.634444,0.696667,1,0,0,0,0,0.083704,0.037037,0.061481,0.108148,0.634444,0.646667,0.696667,0.644444
000ae235808cc1e8,xclick,/m/019jd,1,0.061481,0.183704,0.636667,0.733333,1,0,0,0,0,0.122222,0.061481,0.137778,0.183704,0.636667,0.675556,0.733333,0.673333
000ae235808cc1e8,xclick,/m/019jd,1,0.154074,0.395556,0.636667,0.810000,0,0,0,0,0,0.212593,0.154074,0.373333,0.395556,0.636667,0.714444,0.810000,0.722222
000ae235808cc1e8,xclick,/m/019jd,1,0.442222,0.712593,0.694444,0.783333,1,0,0,0,0,0.590370,0.442222,0.443704,0.712593,0.694444,0.741111,0.783333,0.770000
000ae235808cc1e8,xclick,/m/019jd,1,0.692593,0.815556,0.702222,0.751111,1,0,0,0,0,0.745926,0.692593,0.814815,0.815556,0.702222,0.741111,0.743333,0.751111
000ae235808cc1e8,xclick,/m/019jd,1,0.721482,0.994815,0.633333,0.766667,1,1,0,0,0,0.956296,0.721482,0.828889,0.994815,0.633333,0.673333,0.766667,0.715556
000ae235808cc1e8,xclick,/m/019jd,1,0.927407,0.999259,0.612222,0.710000,1,1,0,0,0,0.996296,0.927407,0.998519,0.999259,0.612222,0.627778,0.685556,0.710000
000ae235808cc1e8,xclick,/m/03jm5,1,0.055556,0.080000,0.488889,0.631111,0,0,0,0,0,0.071852,0.055556,0.065185,0.080000,0.488889,0.588889,0.631111,0.617778
000ae235808cc1e8,xclick,/m/03jm5,1,0.080000,0.106667,0.497778,0.660000,0,0,0,0,0,0.080000,0.096296,0.106667,0.094815,0.617778,0.497778,0.565556,0.660000
000ae235808cc1e8,xclick,/m/03jm5,1,0.104444,0.146667,0.494444,0.644444,0,0,0,0,0,0.104444,0.120741,0.146667,0.142963,0.644444,0.494444,0.621111,0.641111
000ae235808cc1e8,xclick,/m/03jm5,1,0.141481,0.190370,0.507778,0.688889,0,0,0,0,0,0.141481,0.153333,0.178519,0.190370,0.643333,0.507778,0.688889,0.635556
000ae235808cc1e8,xclick,/m/03jm5,1,0.190370,0.242222,0.403333,0.635556,0,0,0,0,0,0.190370,0.199259,0.239259,0.242222,0.635556,0.442222,0.403333,0.575556
000ae235808cc1e8,xclick,/m/03jm5,1,0.234074,0.297037,0.371111,0.614444,0,0,0,0,0,0.234074,0.237778,0.297037,0.296296,0.614444,0.490000,0.371111,0.546667
000ae235808cc1e8,xclick,/m/03jm5,1,0.296296,0.380741,0.345556,0.670000,0,0,0,0,0,0.296296,0.328148,0.380741,0.360000,0.610000,0.345556,0.424444,0.670000
000ae235808cc1e8,xclick,/m/03jm5,1,0.388889,0.588889,0.205556,0.710000,0,0,0,0,0,0.502222,0.588889,0.388889,0.528889,0.205556,0.273333,0.647778,0.710000
000ae235808cc1e8,xclick,/m/03jm5,1,0.600000,0.661481,0.283333,0.586667,0,0,0,0,0,0.600000,0.629630,0.661481,0.660000,0.571111,0.283333,0.432222,0.586667
000ae235808cc1e8,xclick,/m/03jm5,1,0.654815,0.714074,0.335556,0.660000,0,0,0,0,0,0.654815,0.670370,0.714074,0.714074,0.623333,0.335556,0.442222,0.660000
000ae235808cc1e8,xclick,/m/03jm5,1,0.715556,0.769630,0.418889,0.623333,0,0,0,0,0,0.715556,0.728148,0.766667,0.769630,0.623333,0.421111,0.418889,0.610000
000ae235808cc1e8,xclick,/m/03jm5,1,0.769630,0.808148,0.416667,0.670000,0,0,0,0,0,0.769630,0.808148,0.796296,0.796296,0.573333,0.670000,0.416667,0.416667
000ae235808cc1e8,xclick,/m/03jm5,1,0.796296,0.850370,0.393333,0.644444,0,0,0,0,0,0.796296,0.822222,0.850370,0.808148,0.416667,0.393333,0.643333,0.644444
000ae235808cc1e8,xclick,/m/03jm5,1,0.822222,0.888148,0.403333,0.646667,0,0,0,0,0,0.822222,0.846667,0.888148,0.857037,0.546667,0.403333,0.646667,0.646667
000ae235808cc1e8,xclick,/m/03jm5,1,0.857037,0.957778,0.353333,0.646667,0,0,0,0,0,0.857037,0.888148,0.944444,0.957778,0.646667,0.442222,0.353333,0.617778
000ae235808cc1e8,xclick,/m/03jm5,1,0.960000,0.999259,0.364444,0.646667,0,0,0,0,0,0.999259,0.994815,0.960000,0.991852,0.496667,0.364444,0.536667,0.646667
000ae28755d2d20e,xclick,/m/04yx4,1,0.245000,0.538750,0.221667,0.999167,1,1,0,0,0,0.312500,0.538750,0.368750,0.245000,0.221667,0.632500,0.999167,0.842500
000ae28755d2d20e,xclick,/m/07j7r,1,0.162500,0.533125,0.043333,0.505833,1,1,1,0,0,0.206250,0.220625,0.162500,0.533125,0.505833,0.043333,0.090833,0.390833
000ae28755d2d20e,xclick,/m/07mhn,1,0.243750,0.446875,0.790000,0.999167,1,1,0,0,0,0.256875,0.243750,0.446875,0.427500,0.790000,0.838333,0.995833,0.999167
000ae28755d2d20e,xclick,/m/07mhn,1,0.667500,0.707500,0.775833,0.913333,1,0,0,0,0,0.699375,0.667500,0.681250,0.707500,0.775833,0.884167,0.913333,0.784167
000ae28755d2d20e,xclick,/m/0dzf4,1,0.216250,0.490625,0.475833,0.716667,0,0,0,0,0,0.241875,0.490625,0.216250,0.313750,0.475833,0.681667,0.558333,0.716667
000ae28755d2d20e,xclick,/m/0dzf4,1,0.394375,0.528125,0.476667,0.657500,0,0,0,0,0,0.394375,0.396875,0.425000,0.528125,0.476667,0.554167,0.657500,0.657500
000ae28755d2d20e,xclick,/m/0jyfg,1,0.286250,0.380000,0.320000,0.350833,1,0,0,0,0,0.374375,0.343750,0.286250,0.380000,0.320000,0.350833,0.320000,0.334167
000aecd78b230135,xclick,/m/01n4qj,1,0.043750,0.402500,0.274254,0.761194,1,0,0,0,0,0.233750,0.402500,0.043750,0.261250,0.274254,0.535448,0.542910,0.761194
000aecd78b230135,xclick,/m/01n4qj,1,0.636250,0.998750,0.177239,0.798507,1,1,0,0,0,0.786250,0.998750,0.915000,0.636250,0.177239,0.458955,0.798507,0.389925
000aecd78b230135,xclick,/m/035r7c,1,0.105000,0.267500,0.742537,0.998134,1,1,0,0,0,0.140000,0.267500,0.242500,0.105000,0.742537,0.794776,0.998134,0.938433
000aecd78b230135,xclick,/m/035r7c,1,0.242500,0.478750,0.727612,0.998134,1,1,0,0,0,0.302500,0.478750,0.428750,0.242500,0.727612,0.972015,0.998134,0.753731
000aecd78b230135,xclick,/m/035r7c,1,0.371250,0.535000,0.718284,0.947761,1,1,0,0,0,0.408750,0.371250,0.535000,0.477500,0.718284,0.781716,0.800373,0.947761
000aecd78b230135,xclick,/m/035r7c,1,0.478750,0.667500,0.654851,0.990672,1,1,0,0,0,0.566250,0.667500,0.641250,0.478750,0.654851,0.805970,0.990672,0.979478
000aecd78b230135,xclick,/m/035r7c,1,0.668750,0.865000,0.727612,0.998134,1,1,0,0,0,0.830000,0.668750,0.865000,0.800000,0.727612,0.820896,0.819030,0.998134
000aecd78b230135,xclick,/m/035r7c,1,0.838750,0.998750,0.722015,0.893657,1,1,0,0,0,0.838750,0.998750,0.998750,0.858750,0.722015,0.802239,0.893657,0.804104
000aecd78b230135,xclick,/m/0fly7,1,0.082500,0.468750,0.716418,0.998134,0,1,0,0,0,0.326250,0.468750,0.206250,0.082500,0.716418,0.968284,0.998134,0.899254
000aecd78b230135,xclick,/m/0fly7,1,0.380000,0.653750,0.666045,0.998134,0,1,0,0,0,0.563750,0.545000,0.380000,0.653750,0.666045,0.998134,0.744403,0.811567
000aecd78b230135,xclick,/m/0fly7,1,0.660000,0.993750,0.697761,0.985075,1,1,0,0,0,0.993750,0.660000,0.661250,0.697500,0.707090,0.985075,0.809701,0.697761
000aee0af66d4237,xclick,/m/011k07,1,0.088750,0.908750,0.000000,0.808333,1,0,0,0,0,0.468125,0.908750,0.798750,0.088750,0.000000,0.763333,0.808333,0.437500
000aee0af66d4237,xclick,/m/0120dh,1,0.095000,0.916875,0.005000,0.830000,1,0,0,0,0,0.478750,0.916875,0.095000,0.848125,0.005000,0.762500,0.458333,0.830000
000aee0af66d4237,xclick,/m/05s2s,1,0.000000,0.999375,0.000000,0.999167,1,1,1,0,0,0.413125,0.000000,0.486875,0.999375,0.000000,0.388333,0.999167,0.809167
000aee0af66d4237,xclick,/m/0f4s2w,1,0.000000,0.546875,0.504167,0.999167,1,1,0,0,0,0.088125,0.546875,0.276250,0.000000,0.504167,0.999167,0.999167,0.915000
000aee0af66d4237,xclick,/m/0kpqd,1,0.247500,0.793750,0.574167,0.900833,1,0,0,0,0,0.300625,0.247500,0.553750,0.793750,0.574167,0.582500,0.900833,0.606667
000af180a3163f17,activemil,/m/01bl7v,1,0.593750,0.998438,0.000000,0.997642,-1,-1,-1,-1,-1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
000af180a3163f17,xclick,/m/014sv8,1,0.592969,0.642969,0.383255,0.457547,0,0,0,0,0,0.609375,0.592969,0.625000,0.642969,0.383255,0.451651,0.457547,0.400943
