image_name,image_url
000b0f235dcf2caa.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b0f235dcf2caa.jpg
000b55e339f0b131.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b55e339f0b131.jpg
000b06c0eed42a4c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b06c0eed42a4c.jpg
000af631fb329557.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000af631fb329557.jpg
000b9a97776b3634.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b9a97776b3634.jpg
000abc821f66a892.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000abc821f66a892.jpg
000adef7197e3118.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000adef7197e3118.jpg
000adcdd7244ce4a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000adcdd7244ce4a.jpg
000b606e130bdf5e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b606e130bdf5e.jpg
000b50bdd1933a36.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b50bdd1933a36.jpg
000ad6fa67b5ad96.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ad6fa67b5ad96.jpg
000b299b5f5ed902.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b299b5f5ed902.jpg
000adfe5b817011c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000adfe5b817011c.jpg
000bcd3bcd95cbb3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bcd3bcd95cbb3.jpg
000b2d1789d5f80d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b2d1789d5f80d.jpg
000bb8bd9b1bca65.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bb8bd9b1bca65.jpg
000b9c365c9e307a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b9c365c9e307a.jpg
000ba3ca8a2ca955.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ba3ca8a2ca955.jpg
000b42cae15622e0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b42cae15622e0.jpg
000b9b00d7aef8f5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b9b00d7aef8f5.jpg
000ad3d42653f5f6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ad3d42653f5f6.jpg
000bc5006eb7fd98.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bc5006eb7fd98.jpg
000b2b00065e564a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b2b00065e564a.jpg
000b2a982a903d0d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b2a982a903d0d.jpg
000ae28755d2d20e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ae28755d2d20e.jpg
000bab5b1a67844e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bab5b1a67844e.jpg
000b38d9f2f664fe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b38d9f2f664fe.jpg
000bb2f7132013dc.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bb2f7132013dc.jpg
000bb0ae453283b0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bb0ae453283b0.jpg
000b093da01e5bfe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b093da01e5bfe.jpg
000b825dea3016eb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b825dea3016eb.jpg
000abc075d659122.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000abc075d659122.jpg
000b1b3b85edd850.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b1b3b85edd850.jpg
000b7dfaa1810a83.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b7dfaa1810a83.jpg
000ad20b5e452b24.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ad20b5e452b24.jpg
000b485cedacbf97.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b485cedacbf97.jpg
000b81b5757963e0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b81b5757963e0.jpg
000ba940f8cfc9bf.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ba940f8cfc9bf.jpg
000bb81adefe7332.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bb81adefe7332.jpg
000b397382b2464a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b397382b2464a.jpg
000ba28d70b1a999.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ba28d70b1a999.jpg
000b0f5159f54105.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b0f5159f54105.jpg
000b3940e7d25c03.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b3940e7d25c03.jpg
000ad0ecfb21ee63.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ad0ecfb21ee63.jpg
000bb846e2629e83.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000bb846e2629e83.jpg
000aee0af66d4237.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000aee0af66d4237.jpg
000af180a3163f17.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000af180a3163f17.jpg
000b65a36ad46f9e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b65a36ad46f9e.jpg
000b432ae644b679.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000b432ae644b679.jpg
000ba40bf7a2b458.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/000ba40bf7a2b458.jpg
